nama_produk,kategori,nama_toko,lokasi_toko,kota,provinsi,harga,diskon,terjual,jumlah_ulasan,rating,url
Taplak Meja Panjang PVC / Table Runner Panjang PVC,Pertukangan,Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,59700,0.0,70,70,5.0,https://www.tokopedia.com/search?q=Taplak+Meja+Panjang+PVC
Taplak Meja / Table Runner / Taplak Meja Panjang / Bed Runner Batik 2.5 Meter,Fashion,Official Store,Kota Administrasi Jakarta Timur,Jakarta,DKI Jakarta,210000,0.0,26,26,5.0,https://www.tokopedia.com/search?q=Taplak+Meja+Batik+2.5+Meter
Table Runner Premium - Taplak Meja Makan Rajut,Rumah Tangga,Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,48000,0.0,25,25,5.0,https://www.tokopedia.com/search?q=Table+Runner+Premium+Rajut
Table Runner Nordic Taplak Meja Makan Tamu Simple Premium Middle Brown,Rumah Tangga,Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,92000,0.0,29,29,5.0,https://www.tokopedia.com/search?q=Table+Runner+Nordic+Middle+Brown
Table Runner Nordic Taplak Meja Makan Tamu Simple Premium White,Rumah Tangga,Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,92000,0.0,8,8,5.0,https://www.tokopedia.com/search?q=Table+Runner+Nordic+White
Taplak Meja Anti Air Motif Kotak-Kotak Bahan PEVA 137x90cm,Rumah Tangga,Queenmarket88,Kota Administrasi Jakarta Barat,Jakarta,DKI Jakarta,11000,48.0,50,4,4.5,https://www.tokopedia.com/queenmarket88/promo-taplak-meja-anti-air-motif-kotak-kotak-bahan-peva-137x90cm-merah-mu-hijau
Alas Meja Taplak Meja Anti Air Motif KOTAK-KOTAK bahan PEVA 137 X 180,Rumah Tangga,Xoxomarket,Indonesia,,,15000,1.0,15,1,5.0,https://www.tokopedia.com/xoxomarket/alas-meja-taplak-meja-anti-air-motif-kotak-kotak-bahan-peva-137-x-180-merah-muda
[RISSA] Alas Meja Kain Motif Gingham Modern Dekorasi,Rumah Tangga,Rissa Essentials,Kota Administrasi Jakarta Barat,Jakarta,DKI Jakarta,27500,77.0,1000,150,4.9,https://www.tokopedia.com/rissaessentials/rissa-alas-meja-kain-motif-gingham-modern-dekorasi
RB C288 Taplak Meja Anti Air Motif Kotak-Kotak Bahan PEVA,Rumah Tangga,RB TOYS AND TECHNOLOGY,Indonesia,,,12339,41.0,3000,500,4.8,https://www.tokopedia.com/rb-toys/rb-c288-taplak-meja-anti-air-motif-kotak-kotak-bahan-peva
ESGE TAPLAK MEJA MAKAN PEVA ANTI AIR MOTIF BATIK PLAID,Rumah Tangga,Esge Electronics,Kota Medan,Medan,Sumatera Utara,14890,1.0,9,5,5.0,https://www.tokopedia.com/esge-electronics/esge-taplak-meja-makan-motif-bahan-peva-anti-air-random
Taplak Meja Persegi Kain Katun batik Katun 100x100cm Motif Kotak Hitam,Fashion,Klaten Home Decor,Kab. Klaten,Klaten,Jawa Tengah,17100,5.0,500,100,5.0,https://www.tokopedia.com/search?st=product&q=Taplak+Meja+Persegi+Kain+Katun+batik
Taplak meja tamu persegi kotak batik ukuran 100x100cm,Fashion,Batik Pekalongan Official,Kota Pekalongan,Pekalongan,Jawa Tengah,58999,34.0,60,20,5.0,https://www.tokopedia.com/search?st=product&q=Taplak+meja+tamu+persegi+kotak+batik
Taplak meja panjang 40x125cm batik cap remekan,Fashion,Pekalongan Batik Shop,Kota Pekalongan,Pekalongan,Jawa Tengah,54999,31.0,17,10,5.0,https://www.tokopedia.com/search?st=product&q=Taplak+meja+panjang+batik+cap+remekan
Taplak Meja Makan Premium Bahan PVC 137x183cm,Rumah Tangga,Bright Crown Official,Kab. Tangerang,Tangerang,Banten,23999,0.0,750,200,4.7,https://www.tokopedia.com/brightcrown/taplak-meja-makan-premium-bahan-pvc-anti-air
Taplak Meja Tamu GDNK Modern Minimalis,Rumah Tangga,GDNK Official Store,Kota Yogyakarta,Yogyakarta,DI Yogyakarta,55000,0.0,15,15,5.0,https://www.tokopedia.com/search?st=product&q=taplak+meja+tamu+GDNK
Diva Linen Taplak Meja Batik Serba Guna 100x120 CM,Fashion,DivaLinenOfficial,Indonesia,,,22000,0.0,100,50,5.0,https://www.tokopedia.com/divalinen/diva-linen-taplak-meja-batik-serba-guna-ukuran-100x120-cm
Arthome Taplak Meja Jacquard Waterproof,Rumah Tangga,ACE Online,Kota Administrasi Jakarta Barat,Jakarta,DKI Jakarta,149000,0.0,100,30,4.9,https://www.tokopedia.com/aceonline/arthome-taplak-meja-jacquard-floral-waterproof
Mika Plastik Pelapis Meja Bening Lentur tebal 0.30a per 100x137cm,Rumah Tangga,Martha Karpet Surabaya,Kota Surabaya,Surabaya,Jawa Timur,12000,67.0,30,2,5.0,https://www.tokopedia.com/marthakarpet/plastik-mika-1mx1-37-pvc-taplak-meja-bening-lentur-lemas-0-30-mm
Plastik mika pelapis taplak meja bening lentur tebal 0.30A per 50cm,Rumah Tangga,Martha Karpet Surabaya,Kota Surabaya,Surabaya,Jawa Timur,6000,67.0,500,92,4.9,https://www.tokopedia.com/marthakarpet/plastik-mika-pelapis-taplak-meja-bening-lentur-tebal-0-30a-per-50cm
Taplak Meja Makan Prasmanan Cover meja murah promo diskon premium Rumbai Kain,Rumah Tangga,Elizabeth Sprei,Kab. Kediri,Kediri,Jawa Timur,60750,19.0,100,10,5.0,https://www.tokopedia.com/p/rumah-tangga/dekorasi/taplak-meja/taplak-meja-makan-prasmanan-cover-meja-murah-promo-diskon-premium-rumbai-kain
BIG SALE Runner meja polos model persegi taplak meja bulat,Rumah Tangga,Elizabeth Sprei,Kota Surabaya,Surabaya,Jawa Timur,66000,45.0,27,5,4.8,https://www.tokopedia.com/elizabethsprei/big-sale-runner-meja-polos-model-persegi-taplak-meja-bulat
Taplak meja polos merah bahan katun aneka ukuran Taplak Meja Dekorasi Katun Kain,Rumah Tangga,Elizabeth Sprei,Kota Administrasi Jakarta Barat,Jakarta,DKI Jakarta,16500,0.0,60,12,4.4,https://www.tokopedia.com/p/rumah-tangga/dekorasi/taplak-meja/taplak-meja-polos-merah-bahan-katun-aneka-ukuran
Taplak Meja Natal Plastik Tema Christmas / Taplak Meja Makan Tamu / Dekorasi Natal,Rumah Tangga,ujii,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,9900,34.0,250,15,4.9,https://www.tokopedia.com/ujii/taplak-meja-natal-plastik-tema-christmas-taplak-meja-makan-tamu-dekorasi-natal
Taplak Meja Makan / Taplak Alas Meja Tamu / Taplak Meja Tahan Air / Multifungsi,Rumah Tangga,ujii,Jakarta Barat,Jakarta,DKI Jakarta,6999,50.0,10,3,5.0,https://www.tokopedia.com/ujii/taplak-meja-makan-taplak-alas-meja-tamu-taplak-meja-tahan-air-multifungsi
Taplak Meja Tamu Panjang Meteran Plastik Warna Putih Cream Krem Custom Ukuran,Kesehatan & Kecantikan,Toko indotaplak,Jakarta,Jakarta,DKI Jakarta,45000,0.0,0,0,5.0,https://www.tokopedia.com/indotaplak/taplak-meja-tamu-panjang-meteran-plastik-warna-putih-cream-krem-custom
Taplak Meja Makan Putih Gading Putih Tulang Broken White Polos Plastik Anti Air,Rumah Tangga,Toko indotaplak,Jakarta,Jakarta,DKI Jakarta,69000,0.0,2,1,5.0,https://www.tokopedia.com/indotaplak/taplak-meja-makan-putih-gading-putih-tulang-broken-white-polos-plastik
Ready !!! taplak meja makan plastik bermotif diskon,Rumah Tangga,ujii,Jakarta Barat,Jakarta,DKI Jakarta,222500,0.0,0,0,,https://www.tokopedia.com/ujii/ready-taplak-meja-makan-plastik-bermotif-diskon
Karpet Lantai Plastik Meteran Motif Kayu Alas Taplak Meja ORIGINAL !!!,Pertukangan,Toko Jakarta Timur,Jakarta Timur,Jakarta,DKI Jakarta,11250,0.0,10000,10000,4.9,https://www.tokopedia.com/search?q=Karpet+Lantai+Plastik+Meteran+Motif+Kayu+Alas+Taplak+Meja+ORIGINAL
Taplak Meja Tenun Etnik ATBM 100% Original Taplak Tenun Ethnic Motif Dayak Kalimantan Sulawesi Toraja Nusa Tenggara Lombok NTT - motif 1 - 50x160cm,Rumah Tangga,Sulfifstore,Jakarta Utara,Jakarta,DKI Jakarta,65000,0.0,100,100,5.0,https://www.tokopedia.com/sulfifstore/taplak-meja-tenun-etnik-atbm-100-original-taplak-tenun-ethnic-motif-dayak-kalimantan-sulawesi-toraja-nusa-tenggara-lombok-ntt-motif-1-50x160cm
Karpet Plastik/Perlak Lantai/Taplak Meja Plastik meteran - di jual per 0.5m,Pertukangan,Toko Jakarta Barat,Jakarta Barat,Jakarta,DKI Jakarta,8800,30.0,250,250,5.0,https://www.tokopedia.com/search?q=Karpet+Plastik+Perlak+Lantai+Taplak+Meja+Plastik+meteran
Karpet meteran untuk lantai dan taplak meja lebar 120 cm,Pertukangan,Toko Jakarta Utara,Jakarta Utara,Jakarta,DKI Jakarta,12900,0.0,1000,1000,4.9,https://www.tokopedia.com/search?q=Karpet+meteran+untuk+lantai+dan+taplak+meja+lebar+120+cm
UNICA Karpet Plastik Meteran Karpet Lantai Plastik Vinyl Taplak Meja,Pertukangan,Toko Bandung,Bandung,Bandung,Jawa Barat,10500,0.0,750,750,4.9,https://www.tokopedia.com/search?q=UNICA+Karpet+Plastik+Meteran
TAPLAK BULU RUMBAI 100x50 & 120x60 Bahan Kain Bulu Standar SNI,Lainnya,Toko Pasuruan,Kab. Pasuruan,Pasuruan,Jawa Timur,55000,0.0,500,500,4.5,https://www.tokopedia.com/search?q=TAPLAK+BULU+RUMBAI+100x50
Karpet Lantai Meteran Penguin Sakura Perlak Lantai Plastik,Pertukangan,Toko Jombang,Kab. Jombang,Jombang,Jawa Timur,13800,8.0,250,250,4.8,https://www.tokopedia.com/search?q=Karpet+Lantai+Meteran+Penguin+Sakura
Taplak meja tamu Oval 100×50cm,Rumah Tangga,Toko Jakarta Pusat,Jakarta Pusat,Jakarta,DKI Jakarta,75000,0.0,7,7,5.0,https://www.tokopedia.com/search?q=Taplak+meja+tamu+Oval+100x50cm
TAPLAK MEJA MAKAN BAHAN SERAT KAYU UKURAN 6 KURSI 150 X 220 CM,Rumah Tangga,Toko Jakarta Pusat,Jakarta Pusat,Jakarta,DKI Jakarta,225000,0.0,3,3,5.0,https://www.tokopedia.com/search?q=TAPLAK+MEJA+MAKAN+BAHAN+SERAT+KAYU
Mika PVC 1 MM 120 CM transparan untuk taplak meja Kayu Pelindung,Pertukangan,Toko Kediri,Kab. Kediri,Kediri,Jawa Timur,60000,0.0,1,1,5.0,https://www.tokopedia.com/search?q=Mika+PVC+1+MM+120+CM
(PER ROLL / PER GULUNG ) KARPET VINYL TAPLAK MEJA LEBAR 1.2 METER,Pertukangan,Toko Bandung,Kab. Bandung,Bandung,Jawa Barat,230000,0.0,40,40,4.8,https://www.tokopedia.com/search?q=PER+ROLL+KARPET+VINYL+TAPLAK+MEJA
Taplak meja panjang polkadot hitam,Rumah Tangga,Selli Set,Kota Surakarta,Surakarta,Jawa Tengah,15000,0.0,0,0,,https://www.tokopedia.com/selliset/taplak-meja-panjang-polkadot-hitam
Taplak Meja Anti Air PVC Transparan Plastik Mika Meteran Bening,Pertukangan,Vania33store,Unknown,,,10000,0.0,0,0,,https://www.tokopedia.com/vania33store/taplak-meja-anti-air-pvc-transparan-plastik-mika-meteran-bening
taplak meja bulat,Rumah Tangga,Toko Jakarta Pusat,Jakarta Pusat,Jakarta,DKI Jakarta,200000,0.0,5,5,5.0,https://www.tokopedia.com/search?q=taplak+meja+bulat
Taplak Kotak 25cm×25cm,Rumah Tangga,Toko Jakarta Pusat,Jakarta Pusat,Jakarta,DKI Jakarta,30000,0.0,2,2,5.0,https://www.tokopedia.com/search?q=Taplak+Kotak+25cmx25cm
SUNGLASS POLARIZED KACAMATA HITAM ATTICUS FINCH 9066 Anti Silau Anti Pantul,Fashion,three dots,Surabaya,Surabaya,Jawa Timur,950000,0.0,1,24,5.0,https://www.tokopedia.com/search?q=kacamata+hitam+branded
kacamata UV block,Fashion,cahaya mall kacamata,Kab Bekasi,Bekasi,Jawa Barat,380000,0.0,1,1,5.0,https://www.tokopedia.com/cahayamallkacamata
Feame Kacamata pria wanita classic terbaru branded kotak 95001caseKMB,Fashion,KMB Eyewear,Bogor,Bogor,Jawa Barat,51000,0.0,1,1,5.0,https://www.tokopedia.com/search?q=kacamata+branded
KACAMATA BACA 9514,Fashion,Bintang Orion Bekasi,Kota Bekasi,Bekasi,Jawa Barat,20000,0.0,1,9,5.0,https://www.tokopedia.com/bintangorion
kacamata baca besi murah,Fashion,Optik Murah Jakarta,Jakarta Utara,Jakarta,DKI Jakarta,19500,0.0,40,20,4.8,https://www.tokopedia.com/search?q=kacamata+baca
kacamata radiasi BACA,Fashion,Semarang Optics,Semarang,Semarang,Jawa Tengah,11500,0.0,13,10,5.0,https://www.tokopedia.com/search?q=kacamata+radiasi
Kacamata Baca Plus TR90 Elastis (Design Korea) Pria dan Wanita - HM882,Fashion,Korean Eyewear Shop,Jakarta Barat,Jakarta,DKI Jakarta,22000,56.0,2,2,5.0,https://www.tokopedia.com/search?q=kacamata+tr90
Kacamata Baca Lipat Kaca Mata Plus Rabun Dekat Blue Light,Fashion,Optik Lipat,Jakarta Barat,Jakarta,DKI Jakarta,20300,0.0,250,150,4.8,https://www.tokopedia.com/search?q=kacamata+lipat
KACAMATA BACA HITAM,Fashion,Jakarta Utara Eyewear,Jakarta Utara,Jakarta,DKI Jakarta,23000,0.0,250,180,4.8,https://www.tokopedia.com/search?q=kacamata+hitam
"Kacamata minus -4,50 sampai -6,00",Fashion,Optik Murah,Jakarta Utara,Jakarta,DKI Jakarta,30000,0.0,500,300,4.9,https://www.tokopedia.com/search?q=kacamata+minus
KACAMATA BACA PLUS MURAH,Fashion,Grosir Kacamata Surabaya,Surabaya,Surabaya,Jawa Timur,17999,0.0,100,100,4.8,https://www.tokopedia.com/search?st=product&q=kacamata+baca+plus+murah
KACAMATA BACA BLUERAY +1.00 SD +4.00 PRIA WANITA,Fashion,FAATIH GROSIR,Jakarta Barat,Jakarta,DKI Jakarta,27000,0.0,5,5,5.0,https://www.tokopedia.com/search?st=product&q=kacamata+baca+blueray+pria+wanita
KACAMATA BACA FULL LENSA BACA/KACAMATA PLUS MURAH lentur,Fashion,Optik Murah Bogor,Kab. Bogor,Bogor,Jawa Barat,18900,0.0,3,3,5.0,https://www.tokopedia.com/search?st=product&q=kacamata+baca+full+lensa+lentur
Tali kacamata murah serba guna untuk dewasa anak-anak orang tua baca,Fashion,Aksesoris Bandung,Bandung,Bandung,Jawa Barat,5000,0.0,30,30,4.9,https://www.tokopedia.com/search?st=product&q=tali+kacamata+murah
THL Kacamata Import Murah Kacamata Baca Frame Anti Radiasi Metal Gaya Retro,Fashion,Importir Kacamata Murah,Jakarta Pusat,Jakarta,DKI Jakarta,11500,0.0,50,10,4.7,https://www.tokopedia.com/search?st=product&q=thl+kacamata+import+murah
Kacamata Baca Murah Kacamata Plus Untuk Jarak Dekat Frame Kotak Kecil Ringan ATM 3036,Fashion,ATM Official Store,Jakarta Timur,Jakarta,DKI Jakarta,23000,0.0,20,15,4.9,https://www.tokopedia.com/search?st=product&q=kacamata+baca+atm+3036
Kacamata Baca Plus (+) Frame Cat Eye Plastik Berbagai Ukuran Murah Free Box Dan Lap,Fashion,Cat Eye Eyewear,Tangerang,Tangerang,Banten,26640,0.0,40,40,4.8,https://www.tokopedia.com/search?st=product&q=kacamata+baca+cat+eye+plastik
[ ATM 3026 ] Kacamata Baca Plus Pria Wanita Kekinian Frame Model Cat Eye,Fashion,MadisonShop,Jakarta Selatan,Jakarta,DKI Jakarta,28000,0.0,50,50,5.0,https://www.tokopedia.com/search?st=product&q=kacamata+atm+3026
KACAMATA BACA PRIA WANITA MURAH MODEL TERBARU +050 SAMPAI +400,Fashion,Toko Kacamata Baru,Bekasi,Bekasi,Jawa Barat,26900,0.0,15,12,4.6,https://www.tokopedia.com/search?st=product&q=kacamata+baca+pria+wanita+murah
Kacamata Fashion Wanita Kaca Mata Eyeglasses Eye glasses Murah Korea,Fashion,Claretta Jasmeen,Jakarta Selatan,Jakarta,DKI Jakarta,95000,0.0,40,24,4.8,https://www.tokopedia.com/claretta-jasmeen/kacamata-fashion-wanita-murah-korea
Kacamata Natal Tanduk Rusa Aksesories Pesta Natal Kostum Santa Murah,Fashion,MadisonShop,Jakarta,Jakarta,DKI Jakarta,24900,0.0,21,21,5.0,https://www.tokopedia.com/madisonshop/kacamata-natal-tanduk-rusa
KACAMATAMOO - Frame Kacamata Cat Eye CE-T855 | Desain Minimalis Stylish,Fashion,KACAMATAMOO,Jakarta Selatan,Jakarta,DKI Jakarta,140800,12.0,13,13,5.0,https://www.tokopedia.com/kacamatamoo/kacamatamoo-frame-kacamata-cat-eye-ce-t855
KACAMATAMOO - Frame Kacamata Clip On Titanium CO TP2008,Fashion,KACAMATAMOO,Jakarta Selatan,Jakarta,DKI Jakarta,309000,0.0,1,1,5.0,https://www.tokopedia.com/kacamatamoo/kacamatamoo-frame-kacamata-clip-on-titanium
KACAMATA BACA MURAH ANTI RADIASI SINAR BIRU ( BLUERAY) PRIA WANITA [BSB5],Fashion,BlueRay Store Jakarta,Jakarta,Jakarta,DKI Jakarta,35000,0.0,100,80,4.8,https://www.tokopedia.com/search?st=product&q=kacamata+blueray+bsb5
IZIPIZI Kacamata Hitam Pria Wanita Sun #D Black Polarized,Fashion,fromalphabet,Jakarta,Jakarta,DKI Jakarta,1215000,0.0,7,0,5.0,https://www.tokopedia.com/fromalphabet/izipizi-kacamata-hitam-pria-wanita-sun-d-black-polarized
RAZIQ RISKI FASHION Kacamata Unisex Vintage KIARA Fotocromik Berubah Warna Anti Radiasi,Fashion,RAZIQ RISKI FASHION,Jakarta Barat,Jakarta,DKI Jakarta,139975,75.0,1000,1000,4.9,https://www.tokopedia.com/search?q=RAZIQ+RISKI+FASHION+KIARA
RAZIQ RISKI FASHION Kacamata Frame Tebal Kokoh Elegan Anti Radiasi Photocromic Bluecromic,Fashion,RAZIQ RISKI FASHION,Jakarta Barat,Jakarta,DKI Jakarta,125000,50.0,2000,2000,4.9,https://www.tokopedia.com/search?q=RAZIQ+RISKI+FASHION+Photocromic
Samphorid Kacamata Hitam Retro Classic Bingkai Kecil Sunglasses Anti UV400,Fashion,Samphorid,Kota Bekasi,Bekasi,Jawa Barat,31899,47.0,50,50,4.8,https://www.tokopedia.com/search?q=Samphorid+Retro+Classic
Kacamata Rabun Jauh Lensa Minus Dengan Desain Moderen SPH 4007 BC KP,Fashion,Optik Bekasi,Kab. Bekasi,Bekasi,Jawa Barat,33000,65.0,30,30,5.0,https://www.tokopedia.com/search?q=Kacamata+Rabun+Jauh+SPH+4007
RAZIQ RISKI FASHION Kacamata Unisex Vintage Photocromic Anti Radiasi & BlueRay,Fashion,RAZIQ RISKI FASHION,Jakarta Barat,Jakarta,DKI Jakarta,130000,50.0,500,500,4.8,https://www.tokopedia.com/search?q=RAZIQ+RISKI+FASHION+Vintage+Photocromic
Kacamata baca plus anti radiasi lensa photocromic +0.50 s/d +4.00,Fashion,Optik Bekasi Jaya,Bekasi,Bekasi,Jawa Barat,140250,15.0,500,500,4.8,https://www.tokopedia.com/search?q=Kacamata+baca+plus+anti+radiasi
Grey Jack Kacamata Antiradiasi Blueray Kotak Besar Model Pria dan Wanita,Fashion,Grey Jack Eyewear,Jakarta,Jakarta,DKI Jakarta,99000,0.0,6,6,5.0,https://www.tokopedia.com/greyjack/kacamata-antiradiasi-blueray-kotak-besar
Grey Jack kacamata pria antiradiasi cocok untuk wajah besar metal 9464,Fashion,Grey Jack Eyewear,Jakarta,Jakarta,DKI Jakarta,279000,0.0,70,70,4.8,https://www.tokopedia.com/greyjack/kacamata-pria-antiradiasi-metal-9464
Seeouo Kacamata Sport Olahraga Bisa Minus Fashion Pria Wanita 005,Olahraga,Seeouo,Jakarta,Jakarta,DKI Jakarta,122000,73.0,4,4,5.0,https://www.tokopedia.com/seeouo/kacamata-sport-olahraga-005
Grey Jack Kacamata Sunglasses Polarized Anti Silau UV400 Sporty 3082,Fashion,Grey Jack Eyewear,Jakarta,Jakarta,DKI Jakarta,159000,72.0,10,10,4.7,https://www.tokopedia.com/greyjack/kacamata-sunglasses-polarized-3082
Kacamata hitam besar double lapis ganda pelapis frame kacamata buka tutup,Fashion,Fashion Store Bandung,Bandung,Bandung,Jawa Barat,30900,0.0,100,100,4.9,https://www.tokopedia.com/search?q=Kacamata+hitam+besar+double+lapis
OULAIOU Kacamata Sepeda Lensa Mercury Perlindungan Maksimal,Olahraga,OULAIOU Official,Jakarta Barat,Jakarta,DKI Jakarta,37400,0.0,7,7,4.7,https://www.tokopedia.com/search?q=OULAIOU+Kacamata+Sepeda
TERLARIS KACAMATA PRIA WANITA POLICE LENSA POLARIZED ANTI SILAU,Fashion,Optik Banyumas,Kab. Banyumas,Banyumas,Jawa Tengah,115000,50.0,250,250,4.6,https://www.tokopedia.com/search?q=KACAMATA+POLICE+POLARIZED
Kacamata bulat hitam boboho | Kacamata Hitam Korea Pria Wanita,Fashion,Eelktronik Store,Bogor,Bogor,Jawa Barat,35000,26.0,9,9,5.0,https://www.tokopedia.com/search?q=Kacamata+bulat+hitam+boboho
zonakacamata - Clip On Sher Black - Frame Kacamata - Pria/Wanita - Minus/Silinder/Plus,Fashion,zonakacamata_NEW,Kota Surabaya,Surabaya,Jawa Timur,690000,0.0,2,0,5.0,https://www.tokopedia.com/zonakacamata-new
CLIP ON KACAMATA TC GREEN,Fashion,Toko Kacamata JKT,Kota Administrasi Jakarta Timur,Jakarta,DKI Jakarta,50000,0.0,2,0,5.0,https://www.tokopedia.com
Xiaomi Sport Sunglasses | Lengkung Lensa Besar | Menghalau Sinar UV | Nylon Polarisasi | Resisten Minyak | Kacamata Olahraga [Official Store],Handphone,Xiaomi Indonesia Official Store,Jakarta Pusat,Jakarta,DKI Jakarta,439000,12.0,250,145,5.0,https://www.tokopedia.com/xiaomi-indonesia/xiaomi-sport-sunglasses-lengkung-lensa-besar-menghalau-sinar-uv-nylon-polarisasi-resisten-minyak-kacamata-olahraga
Xiaomi Polarized Fitover Sunglasses | TAC Polarisasi | Menghalau Sinar UV | Kacamata [Official Store],Handphone,Xiaomi Indonesia Official Store,Jakarta Pusat,Jakarta,DKI Jakarta,205000,31.0,750,500,4.9,https://www.tokopedia.com/xiaomi-indonesia/xiaomi-polarized-fitover-sunglasses-tac-polarisasi-menghalau-sinar-uv-kacamata
Xiaomi Square Sunglasses | Bingkai Kotak Fashionable | Menghalau Sinar UV | Nylon Polarisasi | Resisten Minyak | Kacamata [Official Store],Handphone,Xiaomi Indonesia Official Store,Jakarta Pusat,Jakarta,DKI Jakarta,439000,12.0,250,200,4.9,https://www.tokopedia.com/xiaomi-indonesia/xiaomi-square-sunglasses-bingkai-kotak-fashionable-menghalau-sinar-uv-nylon-polarisasi-resisten-minyak-kacamata
Bridges Eyewear Kacamata Unisex Stefan Black - F BI DH M STEFAN C1 NR,Fashion,Bridges Eyewear Official Store,Jakarta Selatan,Jakarta,DKI Jakarta,636750,25.0,11,5,5.0,https://www.tokopedia.com/bridgeseyewear/bridges-eyewear-kacamata-unisex-stefan-black-f-bi-dh-m-stefan-c1-nr
Bridges Eyewear Kacamata Unisex Thiery Dark Brown Tortoise - F BI FO S THIERY C2,Fashion,Bridges Eyewear Official Store,Jakarta Selatan,Jakarta,DKI Jakarta,636750,25.0,20,10,5.0,https://www.tokopedia.com/bridgeseyewear/bridges-eyewear-kacamata-unisex-thiery-dark-brown-tortoise-f-bi-fo-s-thiery-c2
Bridges Eyewear Unisex Sunglasses Telmann Aged Gold - S BI DH TELMANN C2,Lainnya,Bridges Eyewear Official Store,Jakarta Selatan,Jakarta,DKI Jakarta,700000,0.0,30,15,4.9,https://www.tokopedia.com/bridgeseyewear/bridges-eyewear-unisex-sunglasses-telmann-aged-gold-s-bi-dh-telmann-c2
Bridges Eyewear Kacamata Unisex Blgrde Dark Oak Tortoise - F BI KH M BLGRDE C2,Fashion,Bridges Eyewear Official Store,Jakarta Selatan,Jakarta,DKI Jakarta,524250,25.0,15,8,5.0,https://www.tokopedia.com/bridgeseyewear/bridges-eyewear-kacamata-unisex-blgrde-dark-oak-tortoise-f-bi-kh-m-blgrde-c2
Berrybarton Kacamata Lensa Bisa Minus Geometric TR90 Anti Radiasi Blueray Photocromic Bluecromic Pria Wanita 35533,Fashion,Berry Barton Official Store,Jakarta Barat,Jakarta,DKI Jakarta,99000,60.0,3,2,4.0,https://www.tokopedia.com/berrybarton/berrybarton-kacamata-lensa-bisa-minus-geometric-tr90-anti-radiasi-blueray-photocromic-bluecromic-pria-wanita-35533
Grey Jack Kacamata Antiradiasi Blueray Anak Semi Kotak Lucu Lentur Ringan Fashionable Keren Laki-laki dan Perempuan 5233,Fashion,Grey Jack Official Store,Jakarta Utara,Jakarta,DKI Jakarta,89000,0.0,10000,1000,4.9,https://www.tokopedia.com/greyjack/grey-jack-kacamata-antiradiasi-blueray-anak-semi-kotak-lucu-lentur-ringan-fashionable-keren-laki-laki-dan-perempuan-5233
Kacamata Motor Sporty Dustproof UV400 Tahan Angin Anti Debu Touring Pria Wanita Gaya Keren,Otomotif,Otomotifku Official Store,Jakarta Barat,Jakarta,DKI Jakarta,199000,0.0,10000,5000,4.9,https://www.tokopedia.com/otomotifku/kacamata-motor-sporty-dustproof-uv400-tahan-angin-anti-debu-touring-pria-wanita-gaya-keren
HK-75 KACAMATA ANTI RADIASI GAYA KOREA BAHAN METAL PRIA WANITA,Fashion,Shop Tokopedia,Indonesia,,,14400,35.0,83880,83880,4.5,https://www.tokopedia.com/search?st=product&q=HK-75+KACAMATA+ANTI+RADIASI
Kacamata Komputer Anti Radiasi Blue Light - EZ-Reader Devon,Elektronik,Optik Seis Official,Indonesia,,,220000,12.0,70,70,5.0,https://www.tokopedia.com/optikseis/kacamata-komputer-anti-radiasi-blue-light-ez-reader-devon
Kacamata Renang Speedo Vanquisher 3.0 Mirrored Junior 6-14 Years,Olahraga,Sportallica,Indonesia,,,323100,10.0,3,3,5.0,https://www.tokopedia.com/sportallica/speedo-vanquisher-3-0-mirrored-junior-cobalt
