nama_produk,kategori,nama_toko,lokasi_toko,kota,provinsi,harga,diskon,terjual,jumlah_ulasan,rating,url
BUAH JERUK SUNKIS VALENSIA PREMIUM SEGAR MANIS,Makanan & Minuman,Toko Buah Segar Manis JKT,Jakarta,Jakarta,DKI Jakarta,34300,18.0,250,250,5.0,https://www.tokopedia.com/buahsegarmanisjkt/buah-jeruk-sunkis-valensia-premium-segar-manis
BUAH MELON INTHANON SEGAR MANIS SUPER QUALITY,Makanan & Minuman,Toko Buah Segar Manis JKT,Jakarta,Jakarta,DKI Jakarta,47600,36.0,500,500,5.0,https://www.tokopedia.com/buahsegarmanisjkt/buah-melon-inthanon-segar-manis-super-quality
MANGGA KWENI FROZEN BEKU KEMASAN 500 GRAM,Makanan & Minuman,Toko Buah Segar Manis JKT,Jakarta,Jakarta,DKI Jakarta,28200,29.0,1000,1000,5.0,https://www.tokopedia.com/buahsegarmanisjkt/mangga-kweni-frozen-beku-kemasan-500-gram
JERUK PERAS MANIS SEGAR BANYAK AIR,Makanan & Minuman,Toko Buah Jujur,Jakarta Utara,Jakarta,DKI Jakarta,14450,0.0,10000,,4.8,https://www.tokopedia.com/tokobuahjujur/jeruk-peras-manis-segar-banyak-air
Alpukat Mentega Super,Makanan & Minuman,Toko Buah Jujur,Jakarta Utara,Jakarta,DKI Jakarta,55000,0.0,10000,10000,4.8,https://www.tokopedia.com/tokobuahjujur/alpukat-mentega-super
ALPUKAT MENTEGA MATANG KEMASAN FROZEN,Makanan & Minuman,Toko Buah Jujur,Jakarta Utara,Jakarta,DKI Jakarta,11950,0.0,10000,10000,4.9,https://www.tokopedia.com/tokobuahjujur/alpukat-mentega-matang-kemasan-frozen
PISANG CAVENDISH SUNPRIDE | 1KG,Lainnya,NUSANTARA MARKET,Surabaya,Surabaya,Jawa Timur,11000,0.0,40,40,4.8,https://www.tokopedia.com/nusantaramarket/pisang-cavendish-sunpride-1kg
BUAH PEAR | 1 KG | NUSANTARA MARKET,Lainnya,NUSANTARA MARKET,Surabaya,Surabaya,Jawa Timur,28000,1.0,30,7,4.9,https://www.tokopedia.com/nusantaramarket/buah-pear-1-kg
buah Anggur kopyor,Lainnya,VSS Malang,Malang,Malang,Jawa Timur,75000,0.0,11,11,5.0,https://www.tokopedia.com/vssmalang/buah-anggur-kopyor
Buah Pisang Ambon Tawangmangu Buah Fresh Lokal Alami,Lainnya,Sari Buah ID,Surakarta,Surakarta,Jawa Tengah,45000,0.0,19,19,4.8,https://www.tokopedia.com/saribuahid/buah-pisang-ambon-tawangmangu
Buah Pear Singo / Pir Singo Korea Manis Segar Kualitas Import Premium,Makanan & Minuman,Sari Buah ID,Surakarta,Surakarta,Jawa Tengah,50000,0.0,22,22,5.0,https://www.tokopedia.com/saribuahid/buah-pear-singo-pir-singo-korea
Buah Nanas Honey Manis,Lainnya,Sari Buah ID,Surakarta,Surakarta,Jawa Tengah,30000,0.0,30,30,5.0,https://www.tokopedia.com/saribuahid/buah-nanas-honey-manis
Buah Pisang Mas Buah Pisang Emas Fresh Lokal Alami,Perhiasan,Sari Buah ID,Surakarta,Surakarta,Jawa Tengah,35000,0.0,80,80,5.0,https://www.tokopedia.com/saribuahid/buah-pisang-mas-buah-pisang-emas
GARANSI MURAH 1kg Buah Markisa Frozen Premium Passion Fruit Beku,Makanan & Minuman,Deandre Fruit Market1,Jakarta,Jakarta,DKI Jakarta,77900,0.0,100,100,4.9,https://www.tokopedia.com/deandrefruitmarket1/garansi-murah-1kg-buah-markisa-frozen
sirsak beku 1kg frozen,Makanan & Minuman,To Me,Surabaya,Surabaya,Jawa Timur,26000,0.0,10,10,5.0,https://www.tokopedia.com/tome/sirsak-beku-1kg-frozen
BUAH JERUK WOGAM / WOGAN MANIS MADU 1KG TERLARIS,Kesehatan & Kecantikan,Four Seasons Fresh,Kota Surabaya,Surabaya,Jawa Timur,57500,0.0,50,1,5.0,https://www.tokopedia.com/fourseasonsfresh/buah-jeruk-wogam-wogan-manis-madu-1kg-terlaris
Buah Jeruk Santang Shantang Madu MANIS 1kg Import TERMURAH DIJAMIN,Kesehatan & Kecantikan,Deandre Fruit Market1,Kota Bandung,Bandung,Jawa Barat,57500,0.0,1000,1000,4.3,https://www.tokopedia.com/deandrefruit/buah-jeruk-santang-shantang-madu-manis-1kg-import
Suur Lemoen Buah Jeruk Lemon California Fresh Super 1 KG,Lainnya,SUUR LEMOEN ID,Tangerang,Tangerang,Banten,27498,1.8,10000,2602,4.8,https://www.tokopedia.com/suurlemoen/suur-lemoen-buah-jeruk-lemon-california-fresh-super-1-kg
Jeruk Lemon Cina / Jeruk Sonkit / Jeruk Kasturi 1 KG,Lainnya,Toko Buah Segar,Jakarta Selatan,Jakarta,DKI Jakarta,17000,0.0,100,100,4.9,https://www.tokopedia.com/search?st=product&q=jeruk+sonkit+1kg
Jeruk Lemon California 1 KG Lokal - SUPER Quality,Lainnya,Fresh Market Bogor,Bogor,Bogor,Jawa Barat,61200,0.0,1000,1000,4.9,https://www.tokopedia.com/search?st=product&q=jeruk+lemon+california+1kg
Buah Apel Malang Hijau Segar 1 Kg,Makanan & Minuman,Fruit Station,Tangerang Selatan,Tangerang Selatan,Banten,38500,0.0,20,20,5.0,https://www.tokopedia.com/search?st=product&q=apel+malang+1kg
Apel Fuji Jumbo import Premium Buah MANIS GARING,Lainnya,Deandre Fruit Market1,Kota Bandung,Bandung,Jawa Barat,42500,0.0,250,6403,4.6,https://www.tokopedia.com/deandrefruit/apel-fuji-jumbo-import-premium-buah-manis-garing
BUAH MANGGA HARUM MANIS MATANG POHON SUPER / BUAH SEGAR & FRESH / 1PCS,Makanan & Minuman,Pak-de Buah,Kota Depok,Depok,Jawa Barat,20000,1.0,500,12,4.7,https://www.tokopedia.com/pak-debuah/buah-mangga-harum-manis-matang-pohon-super
BUAH NAGA SEGAR 1 KG GRADE A SUPER TERLARISSS,Makanan & Minuman,FOUR SEASONS FRESH,Kota Surabaya,Surabaya,Jawa Timur,25000,0.0,100,11,4.5,https://www.tokopedia.com/fourseasonsfresh/buah-naga-segar-1-kg-grade-a-super-terlarisss
Sayurbox Buah Naga Merah Conventional 1 pcs 500 - 700 g/pcs,Lainnya,Sayurbox,Kab. Bogor,Bogor,Jawa Barat,20200,0.0,10000,1448,4.9,https://www.tokopedia.com/sayurbox/sayurbox-buah-naga-merah-conventional-1-pcs
HarvestMoon Buah Naga Merah Organik Per Kg P.O.,Lainnya,HarvestMoon,Jakarta Barat,Jakarta,DKI Jakarta,28500,34.0,100,735,4.8,https://www.tokopedia.com/harvestmoon/harvestmoon-buah-naga-merah-organik-per-kg-p-o
"Alpukat Mentega Super 1kg (2-3) – Buah Besar, Lembut, legit & creamy",Makanan & Minuman,Gerai Buah Sehat,Jakarta Pusat,Jakarta,DKI Jakarta,38000,0.0,100,107,5.0,https://www.tokopedia.com/search?st=product&q=alpukat+mentega+super+1kg
Buah Alpukat Mentega 1 kg Besar,Makanan & Minuman,Kebun Alpukat Garut,Kab. Garut,Garut,Jawa Barat,50000,0.0,2,2,5.0,https://www.tokopedia.com/search?st=product&q=alpukat+mentega+1kg+besar
NANAS PALEMBANG (KUPAS & GILING/PARUT),Lainnya,Berkah Buah Segar 01,Jakarta Barat,Jakarta,DKI Jakarta,11500,0.0,10000,10000,4.9,https://www.tokopedia.com/berkah-buah-segar-01
PEAR XIANGLY FRESH BUAH PIR SEGAR 1 KG,Makanan & Minuman,Buah Segar Denpasar,Denpasar,Denpasar,Bali,68000,0.0,0,0,,https://www.tokopedia.com/search?q=buah+segar+denpasar
Buah Kiwi Hijau 1 Kg Import Segar / Green Kiwi Fresh Fruit,Makanan & Minuman,Pasar Segar,Jakarta Selatan,Jakarta,DKI Jakarta,327000,0.0,0,0,,https://www.tokopedia.com/search?q=buah+kiwi+hijau
HARGA GROSIR MANGGA ALPUKAT SATU BOX (10 KG),Lainnya,Raja Alpukat,Jakarta Timur,Jakarta,DKI Jakarta,420000,0.0,40,40,5.0,https://www.tokopedia.com/raja-alpukat
PARSEL BUAH SEGAR,Makanan & Minuman,Jujur Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,279000,0.0,250,,5.0,https://www.tokopedia.com/jujurofficialstore/parsel-buah-segar
JERUK MEDAN SUPER,Lainnya,Jujur Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,18950,0.0,30,,5.0,https://www.tokopedia.com/jujurofficialstore/jeruk-medan-super
JERUK BALI MADU PAMELO MADU,Kesehatan & Kecantikan,Jujur Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,42500,0.0,5,,5.0,https://www.tokopedia.com/jujurofficialstore/jeruk-bali-madu-pamelo-madu
MANGGA HARUM MANIS,Lainnya,Jujur Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,45000,0.0,10,,5.0,https://www.tokopedia.com/jujurofficialstore/mangga-harum-manis
ANGGUR RED GLOBE 500Gr,Lainnya,Jujur Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,49500,0.0,6,,5.0,https://www.tokopedia.com/jujurofficialstore/anggur-red-globe-500gr
JERUK LEMON LOKAL 500Gr,Lainnya,Jujur Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,17500,0.0,11,,5.0,https://www.tokopedia.com/jujurofficialstore/jeruk-lemon-lokal-500gr
JERUK SHANTANG MADU 500Gr,Kesehatan & Kecantikan,Jujur Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,29950,0.0,,,5.0,https://www.tokopedia.com/jujurofficialstore/jeruk-shantang-madu-500gr
LEMON CALIFORNIA 500Gr,Lainnya,Jujur Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,19950,0.0,14,,5.0,https://www.tokopedia.com/jujurofficialstore/lemon-california-500gr
JERUK LEMON IMPORT 500Gr,Lainnya,Jujur Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,23950,0.0,1,,5.0,https://www.tokopedia.com/jujurofficialstore/jeruk-lemon-import-500gr
JERUK PERAS PONTIANAK 500Gr,Lainnya,Jujur Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,12950,0.0,500,,4.8,https://www.tokopedia.com/jujurofficialstore/jeruk-peras-pontianak-500gr
PISANG TANDUK SUPER,Lainnya,Jujur Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,7950,0.0,90,,4.8,https://www.tokopedia.com/jujurofficialstore/pisang-tanduk-super
Apel Fuji Impor 1 kg (Surabaya),Lainnya,Sayurbox,Surabaya,Surabaya,Jawa Timur,108800,0.0,6,,5.0,https://www.tokopedia.com/sayurbox/apel-fuji-premium-1-kg-surabaya
Buah Naga Merah 1kg,Lainnya,Sayurbox,Jakarta,Jakarta,DKI Jakarta,7400,7.0,,,4.9,https://www.tokopedia.com/sayurbox/buah-naga-merah-1-kg
Mangga Harum Manis 1 kg,Lainnya,Sayurbox,Jakarta,Jakarta,DKI Jakarta,16500,7.0,,,4.9,https://www.tokopedia.com/sayurbox/mangga-harum-manis-1-kg
Pir Century Impor 500g,Lainnya,Sayurbox,Jakarta,Jakarta,DKI Jakarta,10900,11.0,,,4.9,https://www.tokopedia.com/sayurbox/pir-century-impor-500g
Pisang Cavendish 500g,Lainnya,Sayurbox,Jakarta,Jakarta,DKI Jakarta,15800,25.0,,,4.9,https://www.tokopedia.com/sayurbox/pisang-cavendish-500g
Sunpride Can Tropical Fruit Salad 825 gr,Lainnya,Sunpride Official Store,Jakarta,Jakarta,DKI Jakarta,32000,0.0,,,4.9,https://www.tokopedia.com/sunprideofficial/sunpride-can-tropical-fruit-salad-825-gr
DUTA BUAH SEGAR JERUK MEDAN SUPER 900 GR - 1KG,Makanan & Minuman,Duta Buah,Jakarta Barat,Jakarta,DKI Jakarta,51900,0.0,40,,4.9,https://www.tokopedia.com/dutabuahsegar/jeruk-medan-super-900gr-1kg
DUTA BUAH Mangga Indramayu (900g-1kg),Lainnya,Duta Buah,Jakarta Barat,Jakarta,DKI Jakarta,113000,0.0,,,4.8,https://www.tokopedia.com/dutabuahsegar/mangga-indramayu-900g-1kg
BUAH BEKU ALPUKAT MENTEGA FROZEN AVOCADO 250 GRAM,Makanan & Minuman,Buah Segar Manis JKT,Jakarta,Jakarta,DKI Jakarta,24300,14.0,10000,10000,4.9,https://www.tokopedia.com/buahsegarmanisjkt
NANAS PALEMBANG (KUPAS & GILING/PARUT),Lainnya,Berkah Buah Segar 01,Jakarta,Jakarta,DKI Jakarta,11500,0.0,10000,10000,5.0,https://www.tokopedia.com/berkahbuahsegar01
LABU SIAM SEGAR PER BUAH 250 GRAM ASLI DENPASAR BALI,Makanan & Minuman,Toko Buah Denpasar,Denpasar,Denpasar,Bali,7500,0.0,5,5,5.0,https://www.tokopedia.com/p/makanan-minuman/buah/buah-segar/denpasar
BUAH TIN IMPORT TURKEY 1 PACK,Lainnya,Alfiah Smart,Jakarta Barat,Jakarta,DKI Jakarta,125000,0.0,29,29,5.0,https://www.tokopedia.com/alfiahsmart/buah-tin-import-turkey-1-pack
nanas palembang kupas bersih,Lainnya,Alfiah Smart,Jakarta Barat,Jakarta,DKI Jakarta,8500,0.0,100,100,4.3,https://www.tokopedia.com/alfiahsmart
Jeruk Medan Berastagi Brastagi 1kg,Lainnya,Fruits Today,Jakarta Selatan,Jakarta,DKI Jakarta,28500,0.0,1,0,5.0,https://www.tokopedia.com/fruitstoday/jeruk-medan-berastagi-brastagi-1kg
Mangga Harum Manis 1 Kilogram,Lainnya,Nourish Indonesia Jakarta Utara,Jakarta Utara,Jakarta,DKI Jakarta,28500,43.0,8,3,4.7,https://www.tokopedia.com/nourishindonesia/mangga-harum-manis-1-kilogram
"BUAH SEGAR POTONG [HARVEST LINE] - Apel Fuji, 1 cup",Makanan & Minuman,HARVEST,Jakarta,Jakarta,DKI Jakarta,8899,41.0,60,5,4.7,https://www.tokopedia.com/harvest/buah-segar-potong-harvest-line-apel-fuji-1-cup
Bandung Buah Pear Century segar manis 1kg promo murah diskon,Makanan & Minuman,Bandung Buah,Bandung,Bandung,Jawa Barat,17800,18.0,250,654,5.0,https://www.tokopedia.com/bandungbuah/buah-pear-century-segar-manis-1kg
Anggur Shine Muscat Buah Import Buah Segar Seedless Pilihan - 500gr,Makanan & Minuman,RAYA BUAH SEGAR,Jakarta,Jakarta,DKI Jakarta,59860,18.0,70,4,5.0,https://www.tokopedia.com/rayabuahsegar/anggur-shine-muscat-buah-import-buah-segar-seedless-pilihan-500gr
Strawberry buah Stroberi Lembang Fresh Segar Bandung,Makanan & Minuman,Bandung Buah,Bandung,Bandung,Jawa Barat,24997,0.0,100,654,5.0,https://www.tokopedia.com/bandungbuah/strawberry-buah-stroberi-lembang-fresh-segar-bandung
Sirup Markisa Cemerlang ASLI Makassar Buah Asli Markisa Minuman Segar dan Lezat,Makanan & Minuman,Toko Oleh-Oleh Makassar,Makassar,Makassar,Sulawesi Selatan,42500,0.0,50,10,5.0,https://www.tokopedia.com/search?q=Sirup+Markisa+Cemerlang+ASLI+Makassar
buah lontar siwalan segar original 10 biji | pack,Makanan & Minuman,Frmarket99,Jakarta Barat,Jakarta,DKI Jakarta,35000,0.0,20,5,4.8,https://www.tokopedia.com/frmarket99/buah-lontar-siwalan-segar-original-10-biji-pack
Terbaru Parcel Buah Paket Buah Buah Keranjang Buah Buahan Parcel Buah Seger Original,Rumah Tangga,Parcel Buah Jakarta,Jakarta Barat,Jakarta,DKI Jakarta,448000,0.0,5,2,5.0,https://www.tokopedia.com/search?q=Parcel+Buah+Seger+Original
Ready Parcel Buah Paket Buah Buah Keranjang Buah Buahan Parcel Buah Seger Original,Rumah Tangga,Toko Parcel Premium,Jakarta Barat,Jakarta,DKI Jakarta,470000,0.0,10,3,4.9,https://www.tokopedia.com/search?q=Ready+Parcel+Buah+Seger+Original
Ready Stok Tanaman Buah - Pohon Tomat Cherry (Bukan Biji) Original,Rumah Tangga,Bali Garden Store,Kab. Badung,Badung,Bali,183000,0.0,2,1,5.0,https://www.tokopedia.com/search?q=Pohon+Tomat+Cherry+Original
ORIGINAL Bibit Tanaman Buah Cherry Viet Manis READY STOCK,Rumah Tangga,Bibit Buah Unggul,Jakarta Barat,Jakarta,DKI Jakarta,105000,0.0,15,8,4.7,https://www.tokopedia.com/search?q=Bibit+Buah+Cherry+Viet+Manis+Original
kapsul Buah Cherry Original Asam Urat RHEMATIK Nyeri Tulang Sakit Ping,Lainnya,Herbal Semarang,Semarang,Semarang,Jawa Tengah,94300,0.0,30,12,4.6,https://www.tokopedia.com/search?q=kapsul+Buah+Cherry+Original
BIBIT TANAMAN BUAH CHERRY VIETNAM / BARBADOS BUAH BESAR ORIGINAL,Rumah Tangga,Toko Bibit Tasik,Tasikmalaya,Tasikmalaya,Jawa Barat,33250,0.0,100,25,4.8,https://www.tokopedia.com/search?q=BIBIT+TANAMAN+BUAH+CHERRY+VIETNAM+ORIGINAL
TANAMAN TOMAT CHERRY SUDAH BERBUAH / MASIH KUNCUP / CALON BUAH ORIGINAL,Rumah Tangga,Tasik Flora,Tasikmalaya,Tasikmalaya,Jawa Barat,24000,0.0,50,18,4.9,https://www.tokopedia.com/search?q=TANAMAN+TOMAT+CHERRY+ORIGINAL
EKSTRAK BUAH CHERRY / CERI Original Herbal Asam Urat Encok Nyeri Tulang 40 Kapsul,Kesehatan & Kecantikan,Bandung Herbal Center,Kab. Bandung,Bandung,Jawa Barat,121750,0.0,20,7,4.7,https://www.tokopedia.com/search?q=EKSTRAK+BUAH+CHERRY+Original
Benih Buah Penyegar 5 Macam Benih Paket Buah-Buahan Segar Seribuan,Makanan & Minuman,INFARM Official Store,Kab. Cilacap,Cilacap,Jawa Tengah,14400,0.0,1000,150,5.0,https://www.tokopedia.com/infarm/benih-buah-penyegar-5-macam
INFARM - Pupuk Infarm Organik Cair Tanaman Buah Bunga 500mL,Rumah Tangga,INFARM Official Store,Kab. Cilacap,Cilacap,Jawa Tengah,46000,0.0,2000,500,4.9,https://www.tokopedia.com/infarm/pupuk-infarm-organik-cair
INFARM - Benih Bibit Semangka Kuning Honey Semka Segar Manis Original,Makanan & Minuman,INFARM Official Store,Kab. Cilacap,Cilacap,Jawa Tengah,11400,0.0,500,45,4.8,https://www.tokopedia.com/infarm/benih-bibit-semangka-kuning
SIRSAK BEKU FROZEN SIRSAK ENAK KEMASAN 1KG ORIGINAL,Makanan & Minuman,Pondok Buah Charisa,Jabodetabek,,,29500,0.0,24,24,4.8,https://shopee.co.id/pondokbuahcharisa/sirsak-beku-frozen-1kg
Kelapa kerucut Original Buah kelapa asli harga per pcs,Lainnya,Pondok Buah Charisa,Jabodetabek,,,14900,0.0,4,4,5.0,https://shopee.co.id/pondokbuahcharisa/kelapa-kerucut-original
Pear Korea Singo - Buah Import Fresh,Lainnya,Duta Buah Medan,Kota Medan,Medan,Sumatera Utara,68750,0.0,9,9,5.0,https://www.lazada.co.id/products/pear-korea-singo-fresh
DUTA BUAH APEL FUJI RRC (900G-1KG/4-6buah),Lainnya,Duta Buah Official,Kota Jakarta Barat,Jakarta,DKI Jakarta,35500,0.0,22,22,5.0,https://www.lazada.co.id/products/duta-buah-apel-fuji-rrc
Taplak Meja Tamu Plastik 50 x 110 cm Anti Air Waterproof Cantik Mewah 3 Dimensi 3D Mengkilat - Kode 67,Rumah Tangga,Taplak Meja Surabaya,Kota Surabaya,Surabaya,Jawa Timur,37000,0.0,50,12,5.0,https://www.tokopedia.com/taplakmejasurabaya/taplak-meja-tamu-plastik-50-x-110-cm-anti-air-waterproof-cantik-mewah-3-dimensi-3d-mengkilat-kode-67
Taplak Meja Tamu Plastik Putih Model Motif Rajut Klasik Vintage Rajutan,Rumah Tangga,Taplak Meja Surabaya,Kota Surabaya,Surabaya,Jawa Timur,37000,0.0,80,0,4.7,https://www.tokopedia.com/taplakmejasurabaya
Taplak meja polos untuk meja besar taplak meja makan 160x240cm - Hitam,Rumah Tangga,Spraicuantik,Kota Administrasi Jakarta Barat,Jakarta,DKI Jakarta,85000,1.0,250,10,4.9,https://www.tokopedia.com/spraicuantik/taplak-meja-polos-untuk-meja-besar-taplak-meja-makan-160x240cm-hitam
Taplak meja polos merah marun bahan katun aneka ukuran Taplak Meja Dekorasi Katun,Rumah Tangga,Spraicuantik,Kota Administrasi Jakarta Barat,Jakarta,DKI Jakarta,16500,0.0,15,0,5.0,https://www.tokopedia.com/spraicuantik
taplak meja uk 60x35,Rumah Tangga,ani nuAnSHa shop,Kota Bandung,Bandung,Jawa Barat,35000,0.0,12,2,4.8,https://www.tokopedia.com/aninuan/taplak-meja-uk-60x35
taplak meja uk 120x40 Kain Linen,Rumah Tangga,ani nuAnSHa shop,Kota Bandung,Bandung,Jawa Barat,45000,0.0,50,0,5.0,https://www.tokopedia.com/aninuan
Taplak Meja Natal Pola 3D Taplak Meja Makan Tahan air Stempel panas PVC,Rumah Tangga,yumnakids&home,Kota Surabaya,Surabaya,Jawa Timur,51492,10.0,10000,0,4.9,https://www.tokopedia.com/yumnakids-home
"Plastik Mika, 1mx1.37, pvc taplak meja bening lentur, lemas",Pertukangan,Martha Karpet Indonesia,Kota Bandung,Bandung,Jawa Barat,19000,0.0,500,16,4.9,https://www.tokopedia.com/marthakarpet
Loyal Bosque Taplak Meja Makan Import Murah Bahan PEVA Tebal Anti Air dan Minyak,Rumah Tangga,Loyal Bosque Official Shop,Indonesia,,,19647,56.0,50000,,4.8,https://www.tokopedia.com
Taplak Meja Tamu Table Runner Panjang / Taplak Meja - Black,Rumah Tangga,Sejati Official Store,Jakarta,Jakarta,DKI Jakarta,59700,70.0,100,,4.9,https://www.tokopedia.com/sejati-official/taplak-meja-tamu-table-runner-panjang-taplak-meja-black
TAPLAK MEJA KATUN PREMIUM POLOS 4~6 KURSI pink,Rumah Tangga,Raecy Collection,Kota Tangerang Selatan,Tangerang Selatan,Banten,115000,0.0,9,4,5.0,https://www.tokopedia.com/raecy/taplak-meja-katun-polos-premium-taplak-meja-taplak-meja-dekorasi-katun-putih-160x200
Taplak Meja Tamu Panjang Meteran Plastik Warna Putih Cream Krem,Kesehatan & Kecantikan,indotaplak,Kota Surabaya,Surabaya,Jawa Timur,45000,0.0,50,10,4.8,https://www.tokopedia.com/indotaplak/taplak-meja-tamu-panjang-meteran-plastik-warna-putih-cream-krem-custom-ukuran-meja-buffet-konsul-meja-tv
Taplak Meja Tamu Motif Grass Root,Rumah Tangga,Table Decor Indonesia,Jakarta Pusat,Jakarta,DKI Jakarta,150000,0.0,100,59,5.0,https://www.tokopedia.com/tabledecor/taplak-meja-tamu-motif-grass-root
Table Runner Christmas Motif Nutcracker Taplak Meja Makan,Rumah Tangga,Christmas Store ID,Jakarta Utara,Jakarta,DKI Jakarta,73150,10.0,100,13,4.8,https://www.tokopedia.com/xmasstore/table-runner-christmas-motif-nutcracker-taplak-meja-makan
Luxurycollection - Taplak Meja Makan Bundar Premium,Rumah Tangga,Luxurycollection,Kota Medan,Medan,Sumatera Utara,85000,5.0,2000,500,4.9,https://www.tokopedia.com/luxurycoll/taplak-meja-makan-bundar-premium-diameter-150cm
Taplak Meja Meteran Motif 3D Elegan,Pertukangan,Luxurycollection,Kota Medan,Medan,Sumatera Utara,35000,0.0,2000,300,4.8,https://www.tokopedia.com/luxurycoll/taplak-meja-meteran-motif-3d-elegan
Taplak Meja Makan Putih Gading Broken White Polos Plastik Anti Air,Rumah Tangga,indotaplak,Kota Surabaya,Surabaya,Jawa Timur,69000,0.0,2,2,4.7,https://www.tokopedia.com/indotaplak/taplak-meja-makan-putih-gading-broken-white-polos-plastik-anti-air-meteran
Table Runner Tropical Taplak Meja Makan Tamu Premium Conch Abstract,Rumah Tangga,Sejati Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,509000,0.0,22,143,5.0,https://www.tokopedia.com/sejati-official/table-runner-tropical-conch-abstract
Tatakan Piring Makan Panjang / Taplak Meja Panjang,Rumah Tangga,Sejati Official Store,Jakarta,Jakarta,DKI Jakarta,73150,65.0,22,50,5.0,https://www.tokopedia.com/sejati-official/tatakan-piring-makan-panjang-taplak-meja-panjang
Table Runner Nordic Taplak Meja Makan Tamu Simple Premium Middle Brown,Rumah Tangga,Home Decor Specialist,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,92000,0.0,30,10,5.0,https://www.tokopedia.com/search?q=Table+Runner+Nordic+Taplak+Meja+Makan
Table Runner Tropical Taplak Meja Makan Tamu Premium Yellow Leaf,Rumah Tangga,Jakarta Home Decor,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,199600,0.0,8,5,5.0,https://www.tokopedia.com/search?q=Table+Runner+Tropical+Yellow+Leaf
Table Runner Premium - Taplak Meja Makan Rajut Grey,Rumah Tangga,Knitted Home,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,44000,0.0,7,7,5.0,https://www.tokopedia.com/search?q=Table+Runner+Premium+Rajut+Grey
Taplak Meja Makan- Taplak Meja Tamu Panjang PVC,Rumah Tangga,PVC Decor Official,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,79600,0.0,50,25,5.0,https://www.tokopedia.com/search?q=Taplak+Meja+Makan+PVC
"Table Runner / Taplak Meja Panjang, Taplak Meja Tamu",Rumah Tangga,Minimalist Home,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,59600,0.0,19,15,5.0,https://www.tokopedia.com/search?q=Table+Runner+Taplak+Meja+Panjang
Soulmate Christmas Collection Sarung Bantal Cushion / Table Runner,Rumah Tangga,Soulmate Gallery,Kota Administrasi Jakarta Timur,Jakarta,DKI Jakarta,180000,0.0,12,12,5.0,https://www.tokopedia.com/search?q=Soulmate+Christmas+Collection+Table+Runner
Table Runner / Taplak Meja Tamu / Taplak Meja Makan Minimalis Taplak Meja Kain Panjang,Rumah Tangga,Home Decor Zega,Jakarta,Jakarta,DKI Jakarta,479000,0.0,30,20,5.0,https://www.tokopedia.com/search?q=Home+Decor+Zega+Table+Runner
taplak meja tamu bordir bunga 90x40cm,Rumah Tangga,Bordir Cantik Store,Kota Administrasi Jakarta Pusat,Jakarta,DKI Jakarta,50000,0.0,90,45,5.0,https://www.tokopedia.com/search?q=taplak+meja+tamu+bordir+bunga
Table Runner Nordic Taplak Meja Makan Tamu Simple Premium Black Tree,Rumah Tangga,Nordic Style Indonesia,Jakarta,Jakarta,DKI Jakarta,230000,0.0,15,18,5.0,https://www.tokopedia.com/search?q=Table+Runner+Nordic+Black+Tree
Table Runner Nordic Taplak Meja Makan Tamu Simple Premium Black Tree,Rumah Tangga,Sejati Official Store,Jakarta,Jakarta,DKI Jakarta,230000,0.0,8,8,5.0,https://www.tokopedia.com/sejati-official/table-runner-nordic-taplak-meja-makan-tamu-simple-premium-black-tree
Table Runner Tropical Taplak Meja Makan Tamu Premium Conch Abstract,Rumah Tangga,Sejati Official Store,Jakarta,Jakarta,DKI Jakarta,509000,0.0,8,8,5.0,https://www.tokopedia.com/sejati-official/table-runner-tropical-taplak-meja-makan-tamu-premium-conch-abstract
Loyal Bosque Taplak Meja Makan Motif 4-10Kursi Taplak Meja Makan Anti Air/Taplak Meja PVC Premium,Rumah Tangga,Loyal Bosque Official Shop,Jakarta,Jakarta,DKI Jakarta,78355,47.0,100,4742,5.0,https://www.tokopedia.com/loyalbosque/loyal-bosque-taplak-meja-makan-motif-4-10kursi-anti-air
Taplak Meja Tamu / Taplak Meja Panjang 150cm,Rumah Tangga,Official Store,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,59700,0.0,40,40,5.0,https://www.tokopedia.com/search?q=Taplak+Meja+Tamu+Panjang+150cm
